Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Canonical_Pathways	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	101	22	1.1499241913931783e-25	3.230241592186292e-23	AKR1A1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:GLYAT:MGST1:ESD:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
Canonical_Pathways	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	26	15	1.4261066191552014e-25	3.6722245443246435e-23	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
Canonical_Pathways	REACTOME_DRUG_ADME	100	21	3.50672690730603e-24	8.335220110442794e-22	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ABCG2:ADH1A:UGT3A2:CYP2E1:GLYAT:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DRUG_ADME
Canonical_Pathways	KEGG_STEROID_HORMONE_BIOSYNTHESIS	49	17	5.613981478833202e-24	1.2390859121138995e-21	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STEROID_HORMONE_BIOSYNTHESIS
Canonical_Pathways	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	39	15	4.240202929905815e-22	8.734818035605981e-20	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
Canonical_Pathways	REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	98	19	2.8672494989828046e-21	5.537375594910541e-19	FMO3:AADAC:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:ALDH2:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS
Canonical_Pathways	KEGG_STARCH_AND_SUCROSE_METABOLISM	47	15	1.1991914817544888e-20	2.1797068697772766e-18	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STARCH_AND_SUCROSE_METABOLISM
Canonical_Pathways	REACTOME_ETHANOL_OXIDATION	12	10	5.469708374284677e-20	9.38966604252203e-18	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:ALDH2:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ETHANOL_OXIDATION
Canonical_Pathways	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	15	1.337830743730815e-18	2.1757352621727466e-16	AKR1A1:PKLR:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:LDHAL6A:ALDH3B1:ALDH2:ALDH1A3:ALDH3A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_GLYCOLYSIS_GLUCONEOGENESIS
Canonical_Pathways	WP_FATTY_ACID_OMEGAOXIDATION	13	9	7.668229804939041e-17	1.1847415048630818e-14	ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:CYP2E1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FATTY_ACID_OMEGAOXIDATION
Canonical_Pathways	KEGG_TYROSINE_METABOLISM	42	10	9.910372994183762e-13	1.4165737225971255e-10	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_TYROSINE_METABOLISM
Canonical_Pathways	WP_TAMOXIFEN_METABOLISM	19	8	1.0085638154413192e-12	1.4165737225971255e-10	FMO3:UGT1A10:UGT1A4:UGT2B15:UGT2B7:CYP3A5:CYP2E1:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_TAMOXIFEN_METABOLISM
Canonical_Pathways	REACTOME_PARACETAMOL_ADME	26	8	1.987364865596906e-11	2.6699814933454085e-09	UGT1A10:UGT1A9:UGT1A6:UGT1A1:UGT2B15:ABCG2:CYP2E1:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PARACETAMOL_ADME
Canonical_Pathways	WP_NUCLEAR_RECEPTORS_METAPATHWAY	303	18	4.7401949255979454e-11	6.103000966707355e-09	TGFB2:SLC5A6:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:UGT2B7:UGT2B4:ADH7:CYP3A5:PTGR1:MGST1:HSP90AA1:SULT1A1:ALDH3A1:CYP2B6:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NUCLEAR_RECEPTORS_METAPATHWAY
Canonical_Pathways	WP_NRF2_PATHWAY	134	13	6.142598037598228e-11	7.59225117447141e-09	TGFB2:SLC5A6:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:UGT2B7:ADH7:PTGR1:HSP90AA1:ALDH3A1:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NRF2_PATHWAY
Canonical_Pathways	WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	30	8	7.244872225742021e-11	8.610251991362633e-09	UGT1A9:UGT1A6:UGT1A4:UGT1A1:CYP3A5:HSP90AA1:SULT1A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY
Canonical_Pathways	WP_CODEINE_AND_MORPHINE_METABOLISM	12	6	2.1402233298467105e-10	2.4493666997134574e-08	UGT1A10:UGT1A9:UGT1A6:UGT1A1:UGT2B7:UGT2B4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CODEINE_AND_MORPHINE_METABOLISM
Canonical_Pathways	WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	41	8	1.0971640228005578e-09	1.1690471829150771e-07	DHRS3:ADH4:ADH1A:ALDH1A1:CYP2E1:ALDH1A3:SULT1A1:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_VITAMIN_A_AND_CAROTENOID_METABOLISM
Canonical_Pathways	KEGG_FATTY_ACID_METABOLISM	41	8	1.0971640228005578e-09	1.1690471829150771e-07	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_FATTY_ACID_METABOLISM
Canonical_Pathways	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	28	7	1.9182738614626506e-09	1.9758220773065304e-07	ADH1A:ADH1B:ADH1C:ALDH1A1:CYP2E1:ALDH2:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS
Canonical_Pathways	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	44	8	1.9938955751126113e-09	1.9874636539025706e-07	UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:MGST1:HSP90AA1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873
Canonical_Pathways	WP_ESTROGEN_METABOLISM_WP697	18	6	4.131584543722288e-09	3.9090883469099037e-07	UGT1A8:UGT1A9:UGT1A6:UGT1A3:UGT1A1:UGT2B7:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ESTROGEN_METABOLISM_WP697
Canonical_Pathways	WP_PREGNANE_X_RECEPTOR_PATHWAY	31	7	4.174754545243586e-09	3.9090883469099037e-07	UGT1A9:UGT1A6:UGT1A4:UGT1A1:CYP3A5:HSP90AA1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_PREGNANE_X_RECEPTOR_PATHWAY
Canonical_Pathways	REACTOME_RA_BIOSYNTHESIS_PATHWAY	21	6	1.1838317514145664e-08	1.0451543176774315e-06	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RA_BIOSYNTHESIS_PATHWAY
Canonical_Pathways	REACTOME_XENOBIOTICS	21	6	1.1838317514145664e-08	1.0451543176774315e-06	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_XENOBIOTICS
Canonical_Pathways	WP_IRINOTECAN_PATHWAY	11	5	1.3755497814503935e-08	1.1806802290782543e-06	UGT1A10:UGT1A9:UGT1A1:ABCG2:CYP3A5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_IRINOTECAN_PATHWAY
Canonical_Pathways	WP_ARYLAMINE_METABOLISM	6	4	5.858579689094143e-08	4.763950326131816e-06	UGT1A9:UGT1A4:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ARYLAMINE_METABOLISM
Canonical_Pathways	WP_NICOTINE_METABOLISM_IN_LIVER_CELLS	6	4	5.858579689094143e-08	4.763950326131816e-06	FMO3:UGT1A9:UGT1A4:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NICOTINE_METABOLISM_IN_LIVER_CELLS
Canonical_Pathways	REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	7	4	1.3584454431069015e-07	1.0763067741539297e-05	PKLR:MLXIPL:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION
Canonical_Pathways	KEGG_PYRUVATE_METABOLISM	39	6	6.315420076886705e-07	4.87866200939498e-05	PKLR:LDHAL6A:ACACB:ALDH2:LDHD:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PYRUVATE_METABOLISM
Canonical_Pathways	REACTOME_SIGNALING_BY_RETINOIC_ACID	42	6	9.95402427570106e-07	7.501935368760067e-05	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_RETINOIC_ACID
Canonical_Pathways	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	106	8	2.224127616465054e-06	0.0001636322460685004	PRKAB2:PKLR:PRKAR2A:ADIPOQ:MLXIPL:CACNB3:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
Canonical_Pathways	KEGG_PROPANOATE_METABOLISM	32	5	5.231377888541888e-06	0.00037592924826963803	LDHAL6A:ACACB:ALDH2:ALDH6A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PROPANOATE_METABOLISM
Canonical_Pathways	WP_OXIDATION_BY_CYTOCHROME_P450	58	6	6.907314855725265e-06	0.00048508188418616065	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_OXIDATION_BY_CYTOCHROME_P450
Canonical_Pathways	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	59	6	7.63851293910726e-06	0.0005245112218186985	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
Canonical_Pathways	REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	8	3	2.7327045173788234e-05	0.001835664556239253	PRKAB2:ADIPOQ:MLXIPL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY
Canonical_Pathways	WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES	9	3	4.074909801134351e-05	0.002679036443724499	ADH5:ALDH1A1:CYP2E1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES
Canonical_Pathways	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	259	10	4.740134605063508e-05	0.0030514616520096335	DHRS3:UGT1A8:UGT1A3:ADH4:ADH1A:ADH1C:KANK1:ALDH1A1:HSP90AA1:ALDH1A3:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS
Canonical_Pathways	REACTOME_PREDNISONE_ADME	10	3	5.7870198072346366e-05	0.0035763782408710057	UGT1A8:UGT1A3:UGT2B17:UGT2B7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PREDNISONE_ADME
Canonical_Pathways	REACTOME_CYP2E1_REACTIONS	10	3	5.7870198072346366e-05	0.0035763782408710057	CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYP2E1_REACTIONS
Canonical_Pathways	KEGG_LINOLEIC_ACID_METABOLISM	27	4	6.009602921045451e-05	0.003641112358045185	CYP3A5:CYP3A43:CYP2C18:CYP2E1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_LINOLEIC_ACID_METABOLISM
Canonical_Pathways	KEGG_HISTIDINE_METABOLISM	29	4	8.032007891577622e-05	0.004710201728641787	ALDH3B1:ALDH2:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_HISTIDINE_METABOLISM
Canonical_Pathways	WP_AMINO_ACID_METABOLISM	89	6	8.078986783754522e-05	0.004710201728641787	ADH5:ADH4:ADH1C:ADH7:ALDH1A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_AMINO_ACID_METABOLISM
Canonical_Pathways	WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	140	7	0.00013701822461087852	0.007840487297178048	UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:SH3BP4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME
Canonical_Pathways	WP_RETINOL_METABOLISM	15	3	0.00021304647679726236	0.011755600237563228	ADH1A:ALDH1A1:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_RETINOL_METABOLISM
Canonical_Pathways	REACTOME_HEME_DEGRADATION	15	3	0.00021304647679726236	0.011755600237563228	UGT1A4:UGT1A1:ABCG2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEME_DEGRADATION
Canonical_Pathways	REACTOME_RHOU_GTPASE_CYCLE	39	4	0.000261330732454173	0.014166876548831484	SPTBN1:STAM2:GIT2:GIT1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHOU_GTPASE_CYCLE
Canonical_Pathways	KEGG_PHENYLALANINE_METABOLISM	17	3	0.00031466918759832864	0.01648013202845484	ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PHENYLALANINE_METABOLISM
Canonical_Pathways	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	17	3	0.00031466918759832864	0.01648013202845484	CYP3A5:MGST1:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION
Canonical_Pathways	BIOCARTA_CHREBP_PATHWAY	19	3	0.00044315458645302413	0.022822461202330745	PRKAB2:PRKAR2A:MLXIPL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CHREBP_PATHWAY
Canonical_Pathways	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	20	3	0.0005182995612251597	0.026254846625995795	DNMT3A:PTEN:GABPB1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX
Canonical_Pathways	WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	84	5	0.0005733075942574856	0.02857291074605855	PKLR:TGFB2:PTEN:ACACB:LDHD	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS
Canonical_Pathways	WP_ESTROGEN_METABOLISM_WP5276	22	3	0.0006919721679827655	0.03393958728677374	UGT1A10:UGT2B7:CYP3A5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ESTROGEN_METABOLISM_WP5276
Canonical_Pathways	KEGG_INOSITOL_PHOSPHATE_METABOLISM	54	4	0.0009153059235539704	0.04419211412159013	SYNJ2:PTEN:INPPL1:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_INOSITOL_PHOSPHATE_METABOLISM
Canonical_Pathways	REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	6	2	0.0009332400910641341	0.04436479817520268	DHRS3:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION
