Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
F34 Persistent mood [affective] disorders,130898,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,723,394118,0.954260445322145,-1.00297484764707,,,icd_first_occurrence-130898-both_sexes--
E36.9 Unspecified diagnostic endoscopic examination of larynx,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1276,393565,0.954269483152837,-1.00173305458707,,,categorical-41210-both_sexes-E369-
B36.4 Tattooing of nipple,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,273,213340,0.954292721217581,-1.00222913666952,,,categorical-41200-both_sexes-B364-
Fibromyalgia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,588,394195,0.954316613018136,-0.996162874706024,,,categorical-20002-both_sexes-1542-
Ureteric surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,631,394152,0.954337648889044,-1.00175573399463,,,categorical-20004-both_sexes-1199-
E04.2 Excision of turbinate of nose NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,774,394067,0.95441392252119,-1.0023533846236,,,categorical-41210-both_sexes-E042-
U29.7 Short synacthen test,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,527,394314,0.954432637769278,-1.00276103174721,,,categorical-41200-both_sexes-U297-
Z77.3 Medial malleolus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,815,394026,0.954434847037172,-1.00219072770214,,,categorical-41210-both_sexes-Z773-
X92.1 Cytokine inhibitor drugs Band 1,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,538,394303,0.954449054325282,-1.00248595575903,,,categorical-41200-both_sexes-X921-
Colectomy/hemicolectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1704,393079,0.954478196175627,-1.00196323822114,,,categorical-20004-both_sexes-1464-
Peritonitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1331,393452,0.954580799315045,-1.0023707241559,,,categorical-20002-both_sexes-1190-
Z80.2 Metatarsal NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,796,394045,0.954610930655657,-1.00249232577096,,,categorical-41210-both_sexes-Z802-
A38 Scarlet fever,130064,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1134,393707,0.954614739654213,-1.00174357675678,,,icd_first_occurrence-130064-both_sexes--
Y08.4 Laser destruction of lesion of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,750,394091,0.954616604190596,-1.00197448742574,,,categorical-41210-both_sexes-Y084-
Topiramate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,213,394570,0.954901136709967,-1.00184237898256,,,categorical-20003-both_sexes-1140923484-
D14.1 Tympanoplasty using graft,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,639,394202,0.954969567171062,-1.00239712105526,,,categorical-41200-both_sexes-D141-
U05.5 Magnetic resonance imaging of spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,673,394168,0.954979660534526,-1.00168964722926,,,categorical-41200-both_sexes-U055-
Piriton 4mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,598,394185,0.955013414839339,-1.00170520817259,,,categorical-20003-both_sexes-1140862628-
G21.1 Intubation of oesophagus for pH manometry,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1136,393705,0.955040357258388,-1.00178414604735,,,categorical-41200-both_sexes-G211-
P13.2 Female perineorrhaphy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,322,213291,0.955080973770996,-1.00174811846188,,,categorical-41200-both_sexes-P132-
X37.5 Intramuscular injection for local action,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,504,394337,0.955212325014449,-1.00187745190401,,,categorical-41200-both_sexes-X375-
E08.1 Polypectomy of internal nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2038,392803,0.955269920251628,-1.00233536503458,,,categorical-41200-both_sexes-E081-
Y71.1 Subsequent stage of staged operations NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,907,393934,0.955313436767436,-1.00173273422292,,,categorical-41210-both_sexes-Y711-
M07 Psoriatic and enteropathic arthropathies,131852,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,837,394004,0.955491481665753,-1.00310591067184,,,icd_first_occurrence-131852-both_sexes--
Y98.4 Radiology of four body areas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1040,393801,0.955496154279865,-1.00177139594857,,,categorical-41210-both_sexes-Y984-
Loperamide,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1287,393496,0.955503408703763,-1.00177418799836,,,categorical-20003-both_sexes-1140879464-
Selenium product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1208,393575,0.955536049698873,-1.00171141731094,,,categorical-20003-both_sexes-1140883748-
A87 Viral meningitis,130148,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,406,394435,0.955539398283813,-1.00174604324388,,,icd_first_occurrence-130148-both_sexes--
A02 Other salmonella infections,130004,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,624,394217,0.955579529284431,-1.00187055020575,,,icd_first_occurrence-130004-both_sexes--
T59.4 Excision of ganglion of foot,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,505,394336,0.955602837242895,-1.0028781256695,,,categorical-41200-both_sexes-T594-
Naramig 2.5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,240,213348,0.955605150809916,-1.00197499222082,,,categorical-20003-both_sexes-1141151288-
G37 Other demyelinating diseases of central nervous system,131046,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,461,394380,0.955674939359958,-1.00170077368488,,,icd_first_occurrence-131046-both_sexes--
Heart attack/myocardial infarction,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,9234,385549,0.955724336933084,-0.971981076918676,,,categorical-20002-both_sexes-1075-
Z47.2 Skin of temple,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1986,392855,0.955730202416408,-1.0020640869689,,,categorical-41210-both_sexes-Z472-
P09.1 Biopsy of lesion of vulva,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,934,212679,0.955794380030851,-1.00202174134714,,,categorical-41200-both_sexes-P091-
Colitis/not crohns or ulcerative colitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1015,393768,0.95581322010298,-1.00175159683015,,,categorical-20002-both_sexes-1459-
Warfarin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3993,390790,0.955823681547533,-1.00182481768186,,,categorical-20003-both_sexes-1140888266-
Z76.5 Lower end of femur NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,893,393948,0.955856455439086,-1.0022860245413,,,categorical-41210-both_sexes-Z765-
M30.1 Endoscopic retrograde pyelography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1050,393791,0.955885123587372,-1.0016082020774,,,categorical-41210-both_sexes-M301-
Carpal tunnel syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,659,394124,0.95588628503518,-1.00242778097843,,,categorical-20002-both_sexes-1541-
W15.3 Osteotomy of first metatarsal bone NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,953,212660,0.955924116380353,-1.00216885440497,,,categorical-41210-both_sexes-W153-
M14.1 Extracorporeal shock wave lithotripsy of calculus of kidney,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1393,393448,0.955926643251281,-1.0021237918762,,,categorical-41200-both_sexes-M141-
B33.1 Drainage of lesion of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,278,213335,0.95595550805068,-1.00212372897223,,,categorical-41200-both_sexes-B331-
S49.3 Removal of skin expander from subcutaneous tissue of breast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,274,213339,0.956072704985058,-1.00462732311706,,,categorical-41210-both_sexes-S493-
L55 Sunburn,131764,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,334,394507,0.956138304205318,-1.00193137262697,,,icd_first_occurrence-131764-both_sexes--
L35.2 Arteriography of cerebral artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,834,394007,0.956160296894741,-1.00160866317954,,,categorical-41200-both_sexes-L352-
X31.2 Intravenous pyelography,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1031,393810,0.956178695364043,-0.997405542025278,,,categorical-41200-both_sexes-X312-
Z12.4 Plantar nerve,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,934,393907,0.956224800880043,-1.00251390719791,,,categorical-41210-both_sexes-Z124-
S06.7 Re-excision of skin margins NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,621,394220,0.956253212373488,-1.00161293829253,,,categorical-41200-both_sexes-S067-
M92 Other juvenile osteochondrosis,131986,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,554,394287,0.956289999294976,-0.994506187131332,,,icd_first_occurrence-131986-both_sexes--
Lymecycline,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,198,394585,0.956293127294027,-1.00360733393484,,,categorical-20003-both_sexes-1140873474-
C90.9 Unspecified local anaesthetics for ophthalmology procedures,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1642,393199,0.956304413785558,-1.00181288393904,,,categorical-41210-both_sexes-C909-
Rosacea,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,640,394143,0.956306991471711,-1.00224610103727,,,categorical-20002-both_sexes-1660-
H47 Other disorders of optic [2nd] nerve and visual pathways,131198,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1018,393823,0.956374751233697,-1.00170863450274,,,icd_first_occurrence-131198-both_sexes--
Breast biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,407,213181,0.956391316654566,-1.00287604493656,,,categorical-20004-both_sexes-1544-
K38 Other diseases of appendix,131610,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,343,394498,0.956424228862252,-1.00165957296278,,,icd_first_occurrence-131610-both_sexes--
Glaucoma,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4063,390720,0.956424369252377,-0.999098219486613,,,categorical-20002-both_sexes-1277-
Z89.1 Shoulder NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,891,393950,0.956424775498101,-1.00193053256127,,,categorical-41210-both_sexes-Z891-
Z86.5 Metatarsophalangeal joint of toe NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1071,393770,0.95646369218953,-1.00194070776208,,,categorical-41210-both_sexes-Z865-
Z67.3 Cervical intervertebral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,543,394298,0.956481828348252,-1.00164484255355,,,categorical-41210-both_sexes-Z673-
Z28.9 Large intestine NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,717,394124,0.956503323611447,-1.00162746151933,,,categorical-41210-both_sexes-Z289-
S42.1 Primary suture of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,831,394010,0.956544266559952,-1.00180114188246,,,categorical-41200-both_sexes-S421-
Ankle surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1062,393721,0.956554863716328,-1.00155828947478,,,categorical-20004-both_sexes-1532-
Heart surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,788,393995,0.956641658834963,-1.00157015679258,,,categorical-20004-both_sexes-1069-
W58.1 Primary resurfacing arthroplasty of joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1755,393086,0.956694978858418,-1.00184233348891,,,categorical-41200-both_sexes-W581-
Nurofen 200mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,230,394553,0.956695332230466,-1.00187616583537,,,categorical-20003-both_sexes-1141187776-
P13.2 Female perineorrhaphy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,362,213251,0.956698986267655,-1.00173347013979,,,categorical-41210-both_sexes-P132-
