Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
W42.4 Attention to total prosthetic replacement of knee joint NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,256,394585,0.544885392356522,-0.29772310932221,,,categorical-41200-both_sexes-W424-
Volume of grey matter in Thalamus (left),25878,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.545013386734061,0.0327253670598874,,,continuous-25878-both_sexes--irnt
Total peripheral resistance during PWA,12685,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,20276,,0.545408925266831,-0.0307662329753774,,,continuous-12685-both_sexes--irnt
T27.9 Unspecified repair of other hernia of abdominal wall,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,183,394658,0.545551729278019,-0.347835878423702,,,categorical-41200-both_sexes-T279-
O81 Single delivery by forceps and vacuum extractor,132278,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1531,212082,0.545572845871642,-0.129050473125475,,,icd_first_occurrence-132278-both_sexes--
G33.1 Bypass of stomach by anastomosis of stomach to jejunum NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,188,394653,0.546206414474561,-0.346740707897973,,,categorical-41200-both_sexes-G331-
Uniphyllin continus 200mg m/r tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,185,394598,0.546762052467555,-0.347187700961423,,,categorical-20003-both_sexes-1140862438-
B18 Chronic viral hepatitis,130200,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,383,394458,0.546771380581141,-0.23630393415491,,,icd_first_occurrence-130200-both_sexes--
X37.5 Intramuscular injection for local action,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,325,394516,0.546839820890419,0.256103969646208,,,categorical-41210-both_sexes-X375-
Zolpidem,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,254,394529,0.546931028255431,-0.294583925151376,,,categorical-20003-both_sexes-1140865016-
M29.3 Endoscopic removal of tubal prosthesis from ureter,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1147,393694,0.547297107509848,0.140488085867914,,,categorical-41200-both_sexes-M293-
D75 Other diseases of blood and blood-forming organs,130670,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1589,393252,0.547320324290804,-0.118319783987067,,,icd_first_occurrence-130670-both_sexes--
Z70.5 Lower end of radius NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4198,390643,0.547430506736327,0.0734937879952367,,,categorical-41210-both_sexes-Z705-
T85.2 Block dissection of axillary lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3161,210452,0.547550414681477,0.0844444219027873,,,categorical-41210-both_sexes-T852-
Q03.4 Punch biopsy of cervix uteri,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,382,213231,0.547618730147448,-0.237000730903259,,,categorical-41200-both_sexes-Q034-
B28.8 Other specified other excision of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,476,213137,0.548095926767416,0.222391550065075,,,categorical-41200-both_sexes-B288-
Ezetimibe,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2351,392432,0.548189603529018,-0.096874760294356,,,categorical-20003-both_sexes-1141192736-
S47.3 Incision of lesion of skin of head or neck,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,181,394660,0.54860503145223,-0.34526306688008,,,categorical-41210-both_sexes-S473-
T59.1 Excision of ganglion of wrist,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,723,394118,0.549021499627813,0.174703800475071,,,categorical-41200-both_sexes-T591-
Self-harmed in past year,20481,categorical,,Online follow-up > Mental health > Self-harm behaviours,,475,4999,0.549141286959845,-0.216881967491766,,,categorical-20481-both_sexes--
Y33.1 Acupuncture of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,250,394591,0.549171533196574,-0.292240460028566,,,categorical-41210-both_sexes-Y331-
W57.1 Primary excision arthroplasty of first metatarsophalangeal joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,406,394435,0.549536159259633,-0.234873897494678,,,categorical-41200-both_sexes-W571-
Deliberate self-harm/suicide attempt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,181,394602,0.549694080363148,0.348407558226202,,,categorical-20002-both_sexes-1290-
K81 Cholecystitis,131676,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4098,390743,0.54972634731503,-0.073400456046476,,,icd_first_occurrence-131676-both_sexes--
M16 Coxarthrosis [arthrosis of hip],131870,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,15958,378883,0.549759624578881,0.037189491549274,,,icd_first_occurrence-131870-both_sexes--
Volume of grey matter in Putamen (left),25882,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.549801622246446,-0.0332612752638529,,,continuous-25882-both_sexes--irnt
X31.2 Intravenous pyelography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,410,394431,0.550089508335777,-0.234853156741112,,,categorical-41210-both_sexes-X312-
O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,132188,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,410,213203,0.550459011899569,-0.235884613438682,,,icd_first_occurrence-132188-both_sexes--
Age stopped smoking,2897,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,97470,,0.550862552047808,0.0140904289619002,,,continuous-2897-both_sexes--irnt
Weighted-mean OD in tract inferior longitudinal fasciculus (left),25691,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.550866554775289,0.0353779711655137,,,continuous-25691-both_sexes--irnt
T52.5 Digital fasciectomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,335,394506,0.551009171765566,-0.258808942259521,,,categorical-41210-both_sexes-T525-
Mean L1 in genu of corpus callosum on FA skeleton,25202,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.551165355267129,-0.0337162302332746,,,continuous-25202-both_sexes--irnt
F19 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,130872,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,183,394658,0.551295007997142,0.343025141166035,,,icd_first_occurrence-130872-both_sexes--
T24.3 Repair of umbilical hernia using sutures,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1201,393640,0.551543028000217,-0.134571984184613,,,categorical-41200-both_sexes-T243-
Mean L1 in superior cerebellar peduncle on FA skeleton (left),25213,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.551631305522932,-0.0331025103494434,,,continuous-25213-both_sexes--irnt
W69.3 Partial synovectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,251,394590,0.551669278152232,-0.291529143631377,,,categorical-41200-both_sexes-W693-
Pituitary adenoma/tumour,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,256,394527,0.552101869234149,-0.291564599296311,,,categorical-20002-both_sexes-1238-
Weighted-mean FA in tract medial lemniscus (left),25505,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.552174657409664,-0.0346259729062307,,,continuous-25505-both_sexes--irnt
Weighted-mean MD in tract acoustic radiation (right),25516,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.552229596254786,-0.0349616154719901,,,continuous-25516-both_sexes--irnt
Weighted-mean MD in tract anterior thalamic radiation (right),25518,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.552237888647636,-0.0309983532492485,,,continuous-25518-both_sexes--irnt
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1834,393007,0.552242805756947,-0.108082400849181,,,categorical-41210-both_sexes-C795-
F20 Schizophrenia,130874,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,792,394049,0.552432304249689,-0.163793373360531,,,icd_first_occurrence-130874-both_sexes--
Arthritis (nos),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3098,391685,0.552547572772074,-0.0821870304995614,,,categorical-20002-both_sexes-1538-
S06.5 Excision of lesion of skin of head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1469,393372,0.5527581082176,-0.123044252116319,,,categorical-41210-both_sexes-S065-
Spiriva 18micrograms inhalation capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,572,394211,0.552877518823585,0.196413424306349,,,categorical-20003-both_sexes-1141182632-
Y39.3 Injection of inert substance into organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,254,394587,0.553028549622784,-0.28880609525565,,,categorical-41210-both_sexes-Y393-
T87.3 Excision or biopsy of axillary lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2805,210808,0.553038163663923,-0.087233692738516,,,categorical-41210-both_sexes-T873-
Volume of caudate (right),25014,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,18180,,0.553247808312329,0.0317658988001993,,,continuous-25014-both_sexes--irnt
Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),25710,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.553536225753887,-0.0341119260218513,,,continuous-25710-both_sexes--irnt
Endometrial ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2026,211562,0.553622715537934,0.102247660567643,,,categorical-20004-both_sexes-1360-
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),25365,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.55385428944482,0.035493440900009,,,continuous-25365-both_sexes--irnt
A80 Acute poliomyelitis,130134,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,385,394456,0.554425247738642,-0.233181737864961,,,icd_first_occurrence-130134-both_sexes--
H01.1 Emergency excision of abnormal appendix and drainage HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,179,394662,0.555202148898043,0.335598105840981,,,categorical-41200-both_sexes-H011-
Y40.1 Dilation of stricture of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.555759339430215,-0.340382685109443,,,categorical-41210-both_sexes-Y401-
"M53 Other dorsopathies, not elsewhere classified",131926,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,4967,389874,0.55602651854042,0.0657765697706622,,,icd_first_occurrence-131926-both_sexes--
Head injury,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1321,393462,0.556032616738338,-0.127760392493174,,,categorical-20002-both_sexes-1266-
Weighted-mean L1 in tract superior thalamic radiation (right),25593,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.556075224461267,-0.0315058285917756,,,continuous-25593-both_sexes--irnt
Volume of grey matter in VIIIb Cerebellum (left),25912,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.556278856906691,0.0315241971498178,,,continuous-25912-both_sexes--irnt
Z28.8 Specified large intestine NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2813,392028,0.556308179010462,0.0893024633698976,,,categorical-41210-both_sexes-Z288-
K41 Femoral hernia,131614,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,998,393843,0.556348651704557,0.145325963703391,,,icd_first_occurrence-131614-both_sexes--
T70.2 Tenotomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,175,394666,0.556615505676936,0.341600218800599,,,categorical-41200-both_sexes-T702-
Mean ICVF in anterior corona radiata on FA skeleton (left),25367,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.557036138454441,0.0334924016112618,,,continuous-25367-both_sexes--irnt
K63 Other diseases of intestine,131648,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,19413,375428,0.557419572834173,-0.0335258227762031,,,icd_first_occurrence-131648-both_sexes--
